dictLookup,index,termID,termLabel,dictText,itemNum,matchType,matchSlugs,personLookup,placeLookup
Josiah,3605,j-p470.1,Josiah,"Healed by Jehovah, or Jehovah will support. The son of Amon, and his successor on the throne of Judah ([2 Kings 22:1](/2kgs#2Kgs.22.1); [2 Chr. 34:1](/2chr#2Chr.34.1)). His history is contained in [2 Kings 22](/2kgs#2Kgs.22), [23](/2kgs#2Kgs.23). He stands foremost among all the kings of the line of David for unswerving loyalty to Jehovah (23:25). He “did that which was right in the sight of the Lord, and walked in all the way of David his father.” He ascended the throne at the early age of eight years, and it appears that not till eight years afterwards did he begin “to seek after the God of David his father.” At that age he devoted himself to God. He distinguished himself by beginning a war of extermination against the prevailing idolatry, which had practically been the state religion for some seventy years ([2 Chr. 34:3](/2chr#2Chr.34.3); comp. [Jer. 25:3](/jer#Jer.25.3), [11](/jer#Jer.25.11), [29](/jer#Jer.25.29)).

 In the eighteenth year of his reign he proceeded to repair and beautify the temple, which by time and violence had become sorely dilapidated ([2 Kings 22:3](/2kgs#2Kgs.22.3), [5](/2kgs#2Kgs.22.5), [6](/2kgs#2Kgs.22.6); 23:23; [2 Chr. 34:11](/2chr#2Chr.34.11)). While this work was being carried on, Hilkiah, the high priest, discovered a roll, which was probably the original copy of the law, the entire Pentateuch, written by Moses.

 When this book was read to him, the king was alarmed by the things it contained, and sent for Huldah, the “prophetess,” for her counsel. She spoke to him words of encouragement, telling him that he would be gathered to his fathers in peace before the threatened days of judgment came. Josiah immediately gathered the people together, and engaged them in a renewal of their ancient national covenant with God. The Passover was then celebrated, as in the days of his great predecessor, Hezekiah, with unusual magnificence. Nevertheless, “the Lord turned not from the fierceness of his great wrath wherewith his anger was kindled against Judah” ([2 Kings 22:3-20](/2kgs#2Kgs.22.3); [23:21-27](/2kgs#2Kgs.23.21); [2 Chr. 35:1-19](/2chr#2Chr.35.1)). During the progress of this great religious revolution Jeremiah helped it on by his earnest exhortations.

 Soon after this, Pharaoh-Necho II. (q.v.), king of Egypt, in an expedition against the king of Assyria, with the view of gaining possession of Carchemish, sought a passage through the territory of Judah for his army. This Josiah refused to permit. He had probably entered into some new alliance with the king of Assyria, and faithful to his word he sought to oppose the progress of Necho.

 The army of Judah went out and encountered that of Egypt at Megiddo, on the verge of the plain of Esdraelon. Josiah went into the field in disguise, and was fatally wounded by a random arrow. His attendants conveyed him toward Jerusalem, but had only reached Hadadrimmon, a few miles south of Megiddo, when he died ([2 Kings 23:28](/2kgs#2Kgs.23.28), [30](/2kgs#2Kgs.23.30); comp. [2 Chr. 35:20-27](/2chr#2Chr.35.20)), after a reign of thirty-one years. He was buried with the greatest honours in fulfilment of Huldah’s prophecy ([2 Kings 22:20](/2kgs#2Kgs.22.20); comp. [Jer. 34:5](/jer#Jer.34.5)). Jeremiah composed a funeral elegy on this the best of the kings of Israel ([Lam. 4:20](/lam#Lam.4.20); [2 Chr. 35:25](/2chr#2Chr.35.25)). The outburst of national grief on account of his death became proverbial ([Zech. 12:11](/zech#Zech.12.11); comp. [Rev. 16:16](/rev#Rev.16.16)).",0.0,person,josiah_1730,josiah_1730,
Jot,3606,j-p475.10,Jot,"Or Iota, the smallest letter of the Greek alphabet, used metaphorically or proverbially for the smallest thing ([Matt. 5:18](/matt#Matt.5.18)); or it may be = yod, which is the smallest of the Hebrew letters.",0.0,unmatched,unmatched,,
Jotham,3607,j-p476.2,Jotham,"
Jehovah is perfect. ",0.0,unmatched,unmatched,,
Jotham 1,3608,j-p476.2,Jotham,"The youngest of Gideon’s seventy sons. He escaped when the rest were put to death by the order of Abimelech ([Judg. 9:5](/judg#Judg.9.5)). When “the citizens of Shechem and the whole house of Millo” were gathered together “by the plain of the pillar” (i.e., the stone set up by Joshua, 24:26; comp. [Gen. 35:4](/gen#Gen.35.4)) “that was in Shechem, to make Abimelech king,” from one of the heights of Mount Gerizim he protested against their doing so in the earliest parable, that of the bramble-king. His words then spoken were prophetic. There came a recoil in the feelings of the people toward Abimelech, and then a terrible revenge, in which many were slain and the city of Shechem was destroyed by Abimelech ([Judg. 9:45](/judg#Judg.9.45)). Having delivered his warning, Jotham fled to Beer from the vengeance of Abimelech (9:7-21).",1.0,person,jotham_1734,jotham_1734,
Jotham 2,3609,j-p476.2,Jotham,"The son and successor of Uzziah on the throne of Judah. As during his last years Uzziah was excluded from public life on account of his leprosy, his son, then twenty-five years of age, administered for seven years the affairs of the kingdom in his father’s stead ([2 Chr. 26:21](/2chr#2Chr.26.21), [23](/2chr#2Chr.26.23); 27:1). After his father’s death he became sole monarch, and reigned for sixteen years (B.C. 759-743). He ruled in the fear of God, and his reign was prosperous. He was contemporary with the prophets Isaiah, Hosea, and Micah, by whose ministrations he profited. He was buried in the sepulchre of the kings, greatly lamented by the people ([2 Kings 15:38](/2kgs#2Kgs.15.38); [2 Chr. 27:7-9](/2chr#2Chr.27.7)).",2.0,person,jotham_1735,jotham_1735,
Journey,3610,j-p478.5,Journey,,0.0,unmatched,unmatched,,
Journey 1,3611,j-p478.5,Journey,A day’s journey in the East is from 16 to 20 miles ([Num. 11:31](/num#Num.11.31)).,1.0,unmatched,unmatched,,
Journey 2,3612,j-p478.5,Journey,"A Sabbath-day’s journey is 2,000 paces or yards from the city walls ([Acts 1:12](/acts#Acts.1.12)). According to Jewish tradition, it was the distance one might travel without violating the law of [Ex. 16:29](/exod#Exod.16.29).",2.0,unmatched,unmatched,,
Jozabad,3613,j-p480.4,Jozabad,"
Whom Jehovah bestows. ",0.0,unmatched,unmatched,,
Jozabad 1,3614,j-p480.4,Jozabad,One of the Benjamite archers who joined David at Ziklag ([1 Chr. 12:4](/1chr#1Chr.12.4)).,1.0,unmatched,unmatched,josabad_1708,
Jozabad 2,3615,j-p480.4,Jozabad,A chief of the tribe of Manasseh ([1 Chr. 12:20](/1chr#1Chr.12.20)).,2.0,multi,"['jozabad_1737', 'jozabad_1738']",,
Jozachar,3616,j-p482.2,Jozachar,"Jehovah-remembered, one of the two servants who assassinated Jehoash, the king of Judah, in Millo ([2 Kings 12:21](/2kgs#2Kgs.12.21)). He is called also Zabad ([2 Chr. 24:26](/2chr#2Chr.24.26)).",0.0,person,zabad_1746,,
Jubal,3617,j-p483.3,Jubal,"Jubilee, music, Lamech’s second son by Adah, of the line of Cain. He was the inventor of “the harp” (Heb. kinnor, properly “lyre”) and “the organ” (Heb. ‘ugab, properly “mouth-organ” or Pan’s pipe), [Gen. 4:21](/gen#Gen.4.21).",0.0,person,jubal_1748,jubal_1748,
Jubilee,3618,j-p484.2,Jubilee,"A joyful shout or clangour of trumpets, the name of the great semi-centennial festival of the Hebrews. It lasted for a year. During this year the land was to be fallow, and the Israelites were only permitted to gather the spontaneous produce of the fields ([Lev. 25:11](/lev#Lev.25.11), [12](/lev#Lev.25.12)). All landed property during that year reverted to its original owner (13-34; 27:16-24), and all who were slaves were set free (25:39-54), and all debts were remitted.

 The return of the jubilee year was proclaimed by a blast of trumpets which sounded throughout the land. There is no record in Scripture of the actual observance of this festival, but there are numerous allusions ([Isa. 5:7](/isa#Isa.5.7), [8](/isa#Isa.5.8), [9](/isa#Isa.5.9), [10](/isa#Isa.5.10); 61:1, 2; [Ezek. 7:12](/ezek#Ezek.7.12), [13](/ezek#Ezek.7.13); [Neh. 5:1-19](/neh#Neh.5.1); [2 Chr. 36:21](/2chr#2Chr.36.21)) which place it beyond a doubt that it was observed.

 The advantages of this institution were manifold. “1. It would prevent the accumulation of land on the part of a few to the detriment of the community at large. 2. It would render it impossible for any one to be born to absolute poverty, since every one had his hereditary land. 3. It would preclude those inequalities which are produced by extremes of riches and poverty, and which make one man domineer over another. 4. It would utterly do away with slavery. 5. It would afford a fresh opportunity to those who were reduced by adverse circumstances to begin again their career of industry in the patrimony which they had temporarily forfeited. 6. It would periodically rectify the disorders which crept into the state in the course of time, preclude the division of the people into nobles and plebeians, and preserve the theocracy inviolate.”",0.0,unmatched,unmatched,,
Juda,3619,j-p487.1,Juda,,0.0,unmatched,unmatched,,
Juda 1,3620,j-p487.1,Juda,"The patriarch Judah, son of Jacob ([Luke 3:33](/luke#Luke.3.33); [Heb. 7:14](/heb#Heb.7.14)). In [Luke 1:39](/luke#Luke.1.39); [Heb. 7:14](/heb#Heb.7.14); [Rev. 5:5](/rev#Rev.5.5); [7:5](/rev#Rev.7.5), the word refers to the tribe of Judah.",1.0,unmatched,unmatched,,
Juda 2,3621,j-p487.1,Juda,The father of Simeon in Christ’s maternal ancestry ([Luke 3:30](/luke#Luke.3.30)).,2.0,person,juda_1750,juda_1750,
Juda 3,3622,j-p487.1,Juda,"Son of Joanna, and father of Joseph in Christ’s maternal ancestry (26), probably identical with Abiud ([Matt. 1:13](/matt#Matt.1.13)), and with Obadiah ([1 Chr. 3:21](/1chr#1Chr.3.21)).",3.0,unmatched,unmatched,,
Juda 4,3623,j-p487.1,Juda,One of the Lord’s “brethren” ([Mark 6:3](/mark#Mark.6.3)).,4.0,unmatched,unmatched,,
Judah,3624,j-p491.2,Judah,"Praise, the fourth son of Jacob by Leah. The name originated in Leah’s words of praise to the Lord on account of his birth: “Now will I praise [Heb. odeh] Jehovah, and she called his name Yehudah” ([Gen. 29:35](/gen#Gen.29.35)).

 It was Judah that interposed in behalf of Joseph, so that his life was spared ([Gen. 37:26](/gen#Gen.37.26), [27](/gen#Gen.37.27)). He took a lead in the affairs of the family, and “prevailed above his brethren” ([Gen. 43:3-10](/gen#Gen.43.3); [44:14](/gen#Gen.44.14), [16-34](/gen#Gen.44.16); [46:28](/gen#Gen.46.28); [1 Chr. 5:2](/1chr#1Chr.5.2)).

 Soon after the sale of Joseph to the Ishmaelites, Judah went to reside at Adullam, where he married a woman of Canaan. After the death of his wife Shuah, he returned to his father’s house, and there exercised much influence over the patriarch, taking a principal part in the events which led to the whole family at length going down into Egypt. We hear nothing more of him till he received his father’s blessing ([Gen. 49:8-12](/gen#Gen.49.8)).",0.0,person,judah_1751,judah_1751,
"Judah, Kingdom of",3625,j-p494.4,"Judah, Kingdom of","When the disruption took place at Shechem, at first only the tribe of Judah followed the house of David. But very soon after the tribe of Benjamin joined the tribe of Judah, and Jerusalem became the capital of the new kingdom ([Josh. 18:28](/josh#Josh.18.28)), which was called the kingdom of Judah. It was very small in extent, being only about the size of the Scottish county of Perth.

 For the first sixty years the kings of Judah aimed at re-establishing their authority over the kingdom of the other ten tribes, so that there was a state of perpetual war between them. For the next eighty years there was no open war between them. For the most part they were in friendly alliance, co-operating against their common enemies, especially against Damascus. For about another century and a half Judah had a somewhat checkered existence after the termination of the kingdom of Israel till its final overthrow in the destruction of the temple (B.C. 588) by Nebuzar-adan, who was captain of Nebuchadnezzar’s body-guard ([2 Kings 25:8-21](/2kgs#2Kgs.25.8)).

 The kingdom maintained a separate existence for three hundred and eighty-nine years. It occupied an area of 3,435 square miles.",0.0,unmatched,unmatched,,
"Judah, Tribe of",3626,j-p497.2,"Judah, Tribe of","Judah and his three surviving sons went down with Jacob into Egypt ([Gen. 46:12](/gen#Gen.46.12); [Ex. 1:2](/exod#Exod.1.2)). At the time of the Exodus, when we meet with the family of Judah again, they have increased to the number of 74,000 males ([Num. 1:26](/num#Num.1.26), [27](/num#Num.1.27)). Its number increased in the wilderness (26:22). Caleb, the son of Jephunneh, represented the tribe as one of the spies (13:6; 34:19). This tribe marched at the van on the east of the tabernacle ([Num. 2:3-9](/num#Num.2.3); [10:14](/num#Num.10.14)), its standard, as is supposed, being a lion’s whelp. Under Caleb, during the wars of conquest, they conquered that portion of the country which was afterwards assigned to them as their inheritance. This was the only case in which any tribe had its inheritance thus determined ([Josh. 14:6-15](/josh#Josh.14.6); [15:13-19](/josh#Josh.15.13)).

 The inheritance of the tribe of Judah was at first fully one-third of the whole country west of Jordan, in all about 2,300 square miles ([Josh. 15](/josh#Josh.15)). But there was a second distribution, when Simeon received an allotment, about 1,000 square miles, out of the portion of Judah ([Josh. 19:9](/josh#Josh.19.9)). That which remained to Judah was still very large in proportion to the inheritance of the other tribes. The boundaries of the territory are described in [Josh. 15:20-63](/josh#Josh.15.20).

 This territory given to Judah was divided into four sections.",0.0,person,judah_1751,,
"Judah, Tribe of 1",3627,j-p497.2,"Judah, Tribe of","The south (Heb. negeb), the undulating pasture-ground between the hills and the desert to the south ([Josh. 15:21](/josh#Josh.15.21).) This extent of pasture-land became famous as the favourite camping-ground of the old patriarchs.",1.0,unmatched,unmatched,,
"Judah, Tribe of 2",3628,j-p497.2,"Judah, Tribe of","The “valley” (15:33) or lowland (Heb. shephelah), a broad strip lying between the central highlands and the Mediterranean. This tract was the garden as well as the granary of the tribe.",2.0,unmatched,unmatched,,
"Judah, Tribe of 3",3629,j-p497.2,"Judah, Tribe of","The “hill-country,” or the mountains of Judah, an elevated plateau stretching from below Hebron northward to Jerusalem. “The towns and villages were generally perched on the tops of hills or on rocky slopes. The resources of the soil were great. The country was rich in corn, wine, oil, and fruit; and the daring shepherds were able to lead their flocks far out over the neighbouring plains and through the mountains.” The number of towns in this district was thirty-eight ([Josh. 15:48-60](/josh#Josh.15.48)).",3.0,unmatched,unmatched,,
"Judah, Tribe of 4",3630,j-p497.2,"Judah, Tribe of","The “wilderness,” the sunken district next the Dead Sea ([Josh. 15:61](/josh#Josh.15.61)), “averaging 10 miles in breadth, a wild, barren, uninhabitable region, fit only to afford scanty pasturage for sheep and goats, and a secure home for leopards, bears, wild goats, and outlaws” ([1 Sam. 17:34](/1sam#1Sam.17.34); [22:1](/1sam#1Sam.22.1); [Mark 1:13](/mark#Mark.1.13)). It was divided into the “wilderness of En-gedi” ([1 Sam. 24:1](/1sam#1Sam.24.1)), the “wilderness of Judah” ([Judg. 1:16](/judg#Judg.1.16); [Matt. 3:1](/matt#Matt.3.1)), between the Hebron mountain range and the Dead Sea, the “wilderness of Maon” ([1 Sam. 23:24](/1sam#1Sam.23.24)). It contained only six cities.

 Nine of the cities of Judah were assigned to the priests ([Josh. 21:9-19](/josh#Josh.21.9)).",4.0,place,judea_657,,
Judah upon Jordan,3631,j-p501.2,Judah upon Jordan,"The Authorized Version, following the Vulgate, has this rendering in [Josh. 19:34](/josh#Josh.19.34). It has been suggested that, following the Masoretic punctuation, the expression should read thus, “and Judah; the Jordan was toward the sun-rising.” The sixty cities (Havoth-jair, [Num. 32:41](/num#Num.32.41)) on the east of Jordan were reckoned as belonging to Judah, because Jair, their founder, was a Manassite only on his mother’s side, but on his father’s side of the tribe of Judah ([1 Chr. 2:5](/1chr#1Chr.2.5), [21](/1chr#1Chr.2.21)-23).",0.0,unmatched,unmatched,,
Judas,3632,j-p502.5,Judas,"
The Graecized form of Judah. ",0.0,unmatched,unmatched,,
Judas 1,3633,j-p502.5,Judas,"The patriarch ([Matt. 1:2](/matt#Matt.1.2), [3](/matt#Matt.1.3)).",1.0,unmatched,unmatched,,
Judas 2,3634,j-p502.5,Judas,"Son of Simon ([John 6:71](/john#John.6.71); [13:2](/john#John.13.2), [26](/john#John.13.26)), surnamed Iscariot, i.e., a man of Kerioth ([Josh. 15:25](/josh#Josh.15.25)). His name is uniformly the last in the list of the apostles, as given in the synoptic (i.e., the first three) Gospels. The evil of his nature probably gradually unfolded itself till “Satan entered into him” ([John 13:27](/john#John.13.27)), and he betrayed our Lord (18:3). Afterwards he owned his sin with “an exceeding bitter cry,” and cast the money he had received as the wages of his iniquity down on the floor of the sanctuary, and “departed and went and hanged himself” ([Matt. 27:5](/matt#Matt.27.5)). He perished in his guilt, and “went unto his own place” ([Acts 1:25](/acts#Acts.1.25)). The statement in [Acts 1:18](/acts#Acts.1.18) that he “fell headlong and burst asunder in the midst, and all his bowels gushed out,” is in no way contrary to that in [Matt. 27:5](/matt#Matt.27.5). The sucide first hanged himself, perhaps over the valley of Hinnom, “and the rope giving way, or the branch to which he hung breaking, he fell down headlong on his face, and was crushed and mangled on the rocky pavement below.”

 Why such a man was chosen to be an apostle we know not, but it is written that “Jesus knew from the beginning who should betray him” ([John 6:64](/john#John.6.64)). Nor can any answer be satisfactorily given to the question as to the motives that led Judas to betray his Master. “Of the motives that have been assigned we need not care to fix on any one as that which simply led him on. Crime is, for the most part, the result of a hundred motives rushing with bewildering fury through the mind of the criminal.”",2.0,person,judas_1760,judas_1760,
Judas 3,3635,j-p502.5,Judas,"A Jew of Damascus ([Acts 9:11](/acts#Acts.9.11)), to whose house Ananias was sent. The street called “Straight” in which it was situated is identified with the modern “street of bazaars,” where is still pointed out the so-called “house of Judas.”",3.0,person,judas_1758,judas_1758,
Judas 4,3636,j-p502.5,Judas,"A Christian teacher, surnamed Barsabas. He was sent from Jerusalem to Antioch along with Paul and Barnabas with the decision of the council ([Acts 15:22](/acts#Acts.15.22), [27](/acts#Acts.15.27), [32](/acts#Acts.15.32)). He was a “prophet” and a “chief man among the brethren.”",4.0,person,judas_1759,judas_1759,
Jude,3637,j-p507.4,Jude,"'= Judas. Among the apostles there were two who bore this name, (1) Judas ([Jude 1](/jude#Jude.1.1):1; [Matt. 13:55](/matt#Matt.13.55); [John 14:22](/john#John.14.22); [Acts 1:13](/acts#Acts.1.13)), called also Lebbaeus or Thaddaeus ([Matt. 10:3](/matt#Matt.10.3); [Mark 3:18](/mark#Mark.3.18)); and (2) Judas Iscariot ([Matt. 10:4](/matt#Matt.10.4); [Mark 3:19](/mark#Mark.3.19)). He who is called “the brother of James” ([Luke 6:16](/luke#Luke.6.16)), may be the same with the Judas surnamed Lebbaeus. The only thing recorded regarding him is in [John 14:22](/john#John.14.22).",0.0,person,jude_1756,jude_1756,
Judea,3638,j-p508.11,Judea,"After the Captivity this name was applied to the whole of the country west of the Jordan ([Hag. 1:1](/hag#Hag.1.1), [14](/hag#Hag.1.14); 2:2). But under the Romans, in the time of Christ, it denoted the southernmost of the three divisions of Palestine ([Matt. 2:1](/matt#Matt.2.1), [5](/matt#Matt.2.5); 3:1; 4:25), although it was also sometimes used for Palestine generally ([Acts 28:21](/acts#Acts.28.21)).

 The province of Judea, as distinguished from Galilee and Samaria, included the territories of the tribes of Judah, Benjamin, Dan, Simeon, and part of Ephraim. Under the Romans it was a part of the province of Syria, and was governed by a procurator.",0.0,place,judea_657,,"judea_657,judean_658"
"Jude, Epistle of",3639,j-p510.1,"Jude, Epistle of","The author was “Judas, the brother of James” the Less ([Jude 1](/jude#Jude.1.1):1), called also Lebbaeus ([Matt. 10:3](/matt#Matt.10.3)) and Thaddaeus ([Mark 3:18](/mark#Mark.3.18)). The genuineness of this epistle was early questioned, and doubts regarding it were revived at the time of the Reformation; but the evidences in support of its claims are complete. It has all the marks of having proceeded from the writer whose name it bears.

 There is nothing very definite to determine the time and place at which it was written. It was apparently written in the later period of the apostolic age, for when it was written there were persons still alive who had heard the apostles preach (ver. 17). It may thus have been written about A.D. 66 or 70, and apparently in Palestine.

 The epistle is addressed to Christians in general (ver. 1), and its design is to put them on their guard against the misleading efforts of a certain class of errorists to which they were exposed. The style of the epistle is that of an “impassioned invective, in the impetuous whirlwind of which the writer is hurried along, collecting example after example of divine vengeance on the ungodly; heaping epithet upon epithet, and piling image upon image, and, as it were, labouring for words and images strong enough to depict the polluted character of the licentious apostates against whom he is warning the Church; returning again and again to the subject, as though all language was insufficient to give an adequate idea of their profligacy, and to express his burning hatred of their perversion of the doctrines of the gospel.”

 The striking resemblance this epistle bears to 2 Peter suggests the idea that the author of the one had seen the epistle of the other.

 The doxology with which the epistle concludes is regarded as the finest in the New Testament.",0.0,person,jude_1756,,
Judge,3640,j-p515.1,Judge,"(Heb. shophet, pl. shophetim), properly a magistrate or ruler, rather than one who judges in the sense of trying a cause. This is the name given to those rulers who presided over the affairs of the Israelites during the interval between the death of Joshua and the accession of Saul ([Judg. 2:18](/judg#Judg.2.18)), a period of general anarchy and confusion. “The office of judges or regents was held during life, but it was not hereditary, neither could they appoint their successors. Their authority was limited by the law alone, and in doubtful cases they were directed to consult the divine King through the priest by Urim and Thummim ([Num. 27:21](/num#Num.27.21)). Their authority extended only over those tribes by whom they had been elected or acknowledged. There was no income attached to their office, and they bore no external marks of dignity. The only cases of direct divine appointment are those of Gideon and Samson, and the latter stood in the peculiar position of having been from before his birth ordained ‘to begin to deliver Israel.’ Deborah was called to deliver Israel, but was already a judge. Samuel was called by the Lord to be a prophet but not a judge, which ensued from the high gifts the people recognized as dwelling in him; and as to Eli, the office of judge seems to have devolved naturally or rather ex officio upon him.” Of five of the judges, Tola ([Judg. 10:1](/judg#Judg.10.1)), Jair (3), Ibzan, Elon, and Abdon (12:8-15), we have no record at all beyond the bare fact that they were judges. Sacred history is not the history of individuals but of the kingdom of God in its onward progress.

 In [Ex. 2:14](/exod#Exod.2.14) Moses is so styled. This fact may indicate that while for revenue purposes the “taskmasters” were over the people, they were yet, just as at a later time when under the Romans, governed by their own rulers.",0.0,unmatched,unmatched,,
"Judges, Book of",3641,j-p517.2,"Judges, Book of","Is so called because it contains the history of the deliverance and government of Israel by the men who bore the title of the “judges.” The book of Ruth originally formed part of this book, but about A.D. 450 it was separated from it and placed in the Hebrew scriptures immediately after the Song of Solomon.

 The book contains,",0.0,unmatched,unmatched,,
"Judges, Book of 1",3642,j-p517.2,"Judges, Book of","An introduction (1-3:6), connecting it with the previous narrative in Joshua, as a “link in the chain of books.”",1.0,unmatched,unmatched,,
"Judges, Book of 2",3643,j-p517.2,"Judges, Book of","The history of the thirteen judges (3:7-16:31) in the following order:

 |       FIRST PERIOD (3:7-ch. 5) |                       Years | I. Servitude under Chushan-rishathaim of |  Mesopotamia                8 |  1. OTHNIEL delivers Israel, rest      40 | II. Servitude under Eglon of Moab: |  Ammon, Amalek               18 |  2. EHUD’S deliverance, rest        80 |  3. SHAMGAR Unknown. | III. Servitude under Jabin of Hazor in |  Canaan                  20 |  4. DEBORAH and, |  5. BARAK                  40 |                      (206) | |       SECOND PERIOD (6-10:5) | | IV. Servitude under Midian, Amalek, and |  children of the east            7 |  6. GIDEON                 40 |   ABIMELECH, Gideon’s son, reigns as |    king over Israel            3 |  7. TOLA                  23 |  8. JAIR                  22 |                       (95) | |     THIRD PERIOD (10:6-ch. 12) | | V. Servitude under Ammonites with the |  Philistines                18 |  9. JEPHTHAH                 6 | 10. IBZAN                  7 | 11. ELON                  10 | 12. ABDON                  8 |                       (49) | |      FOURTH PERIOD (13-16) | VI. Seritude under Philistines        40 | 13. SAMSON                 20 |                       (60) |                   In all 410

 Samson’s exploits probably synchronize with the period immediately preceding the national repentance and reformation under Samuel ([1 Sam. 7:2-6](/1sam#1Sam.7.2)).

 After Samson came Eli, who was both high priest and judge. He directed the civil and religious affairs of the people for forty years, at the close of which the Philistines again invaded the land and oppressed it for twenty years. Samuel was raised up to deliver the people from this oppression, and he judged Israel for some twelve years, when the direction of affairs fell into the hands of Saul, who was anointed king. If Eli and Samuel are included, there were then fifteen judges. But the chronology of this whole period is uncertain.",2.0,unmatched,unmatched,,
"Judges, Book of 3",3644,j-p517.2,"Judges, Book of","The historic section of the book is followed by an appendix (17-21), which has no formal connection with that which goes before. It records (a) the conquest (17, 18) of Laish by a portion of the tribe of Dan; and (b) the almost total extinction of the tribe of Benjamin by the other tribes, in consequence of their assisting the men of Gibeah (19-21). This section properly belongs to the period only a few years after the death of Joshua. It shows the religious and moral degeneracy of the people.

 The author of this book was most probably Samuel. The internal evidence both of the first sixteen chapters and of the appendix warrants this conclusion. It was probably composed during Saul’s reign, or at the very beginning of David’s. The words in 18:30, 31, imply that it was written after the taking of the ark by the Philistines, and after it was set up at Nob ([1 Sam. 21](/1sam#1Sam.21)). In David’s reign the ark was at Gibeon ([1 Chr. 16:39](/1chr#1Chr.16.39))",3.0,unmatched,unmatched,,
Judgment hall,3645,j-p524.3,Judgment hall,"Gr. praitorion ([John 18:28](/john#John.18.28), [33](/john#John.18.33); 19:9; [Matt. 27:27](/matt#Matt.27.27)), “common hall.” In all these passages the Revised Version renders “palace.” In [Mark 15:16](/mark#Mark.15.16) the word is rendered “Praetorium” (q.v.), which is a Latin word, meaning literally the residence of the praetor, and then the governor’s residence in general, though not a praetor. Throughout the Gospels the word “praitorion” has this meaning (comp. [Acts 23:35](/acts#Acts.23.35)). Pilate’s official residence when he was in Jerusalem was probably a part of the fortress of Antonia.

 The trial of our Lord was carried on in a room or office of the palace. The “whole band” spoken of by Mark were gathered together in the palace court.",0.0,unmatched,unmatched,,
Judgment seat,3646,j-p526.1,Judgment seat,"([Matt. 27:19](/matt#Matt.27.19)), a portable tribunal (Gr. bema) which was placed according as the magistrate might direct, and from which judgment was pronounced. In this case it was placed on a tesselated pavement, probably in front of the procurator’s residence.",0.0,unmatched,unmatched,,
Judgments of God,3647,j-p527.3,Judgments of God,,0.0,unmatched,unmatched,,
Judgments of God 1,3648,j-p527.3,Judgments of God,The secret decisions of God’s will ([Ps. 110:5](/ps#Ps.110.5); [36:6](/ps#Ps.36.6)).,1.0,unmatched,unmatched,,
Judgments of God 2,3649,j-p527.3,Judgments of God,The revelations of his will ([Ex. 21:1](/exod#Exod.21.1); [Deut. 6:20](/deut#Deut.6.20); [Ps. 119:7-175](/ps#Ps.119.7)).,2.0,unmatched,unmatched,,
Judgments of God 3,3650,j-p527.3,Judgments of God,"The infliction of punishment on the wicked ([Ex. 6:6](/exod#Exod.6.6); [12:12](/exod#Exod.12.12); [Ezek. 25:11](/ezek#Ezek.25.11); [Rev. 16:7](/rev#Rev.16.7)), such as is mentioned in [Gen. 7](/gen#Gen.7); [19:24](/gen#Gen.19.24), [25](/gen#Gen.19.25); [Judg. 1:6](/judg#Judg.1.6), [7](/judg#Judg.1.7); [Acts 5:1-10](/acts#Acts.5.1), etc.",3.0,unmatched,unmatched,,
