personLookup,status,personID,displayTitle,name,surname,alsoCalled,isProperName,ambiguous,Disambiguation (temp),gender,occupations,birthYear,minYear,deathYear,maxYear,birthPlace,deathPlace,memberOf,eastons,dictText,events,eventGroups,verseCount,verses,mother,father,partners,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,alphaGroup,slug,modified
joseph_1717,wip,1717,Joseph,Joseph,,,checked,checked,Joseph (the son of Mattathias),Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",,,,,1,Luke.3.24,,mattathias_1963,,janna_724,,,,,J,joseph_1717,2019-07-27 11:49
joseph_1718,wip,1718,Joseph (son of Judah),Joseph,,,checked,,son of(Jacob said to Laban ),Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",Joseph 3,"The son of Judah, and father of Semei ([Luke 3:26](/luke#Luke.3.26)). Other two of the same name in the ancestry of Christ are also mentioned (3:24, 30).",,,1,Luke.3.26,,juda_1749,,semei_2488,,,,,J,joseph_1718,2020-07-11 16:23
joseph_1719,wip,1719,Joseph,Joseph,,,checked,checked,Joseph (son of Jonan),Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",,,,,1,Luke.3.30,,jonan_1690,,juda_1750,,,,,J,joseph_1719,2019-07-27 11:49
joses_1721,wip,1721,Joses,Joses,,,checked,,,Male,,,31,,33,,,Tribe of Judah,,,,,5,"Matt.13.55,Matt.27.56,Mark.6.3,Mark.15.40,Mark.15.47",mary_1938,joseph_1715,,,"james_719,jesus_905,jude_1756,simon_2747",,,,J,joses_1721,2019-07-27 11:49
joshah_1723,wip,1723,Joshah,Joshah,,,checked,,,Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.34,,amaziah_215,,,,,,,J,joshah_1723,2019-07-27 11:49
joshaphat_1724,wip,1724,Joshaphat,Joshaphat,,,checked,,,Male,,,-1055,,-1055,,,,,,,,1,1Chr.11.43,,,,,,,,,J,joshaphat_1724,2019-07-27 11:49
joshaviah_1725,wip,1725,Joshaviah,Joshaviah,,,checked,,,Male,,,-1055,,-1055,,,,,,,,1,1Chr.11.46,,elnaam_1176,,,jeribai_861,,,,J,joshaviah_1725,2019-07-27 11:49
joshbekashah_1726,wip,1726,Joshbekashah,Joshbekashah,,,checked,,,Male,,,-1015,,-1015,,,Tribe of Levi,,,,,2,"1Chr.25.4,1Chr.25.24",,heman_1490,,,"bukkiah_524,jerimoth_867,eliathah_1102,giddalti_1311,hanani_1380,hananiah_1386,hothir_1564,mahazioth_1893,mallothi_1917,mattaniah_1952,romamti-ezer_2446,shubael_2580,uzziel_2932",,,,J,joshbekashah_1726,2019-07-27 11:49
joshua_893,wip,893,Joshua,Joshua,,Jeshua,checked,checked,Joshua (Son of Jozadak),Male,,,-520,,-445,,,Tribe of Levi,Jeshua 5,"The son of Jozadak, and high priest of the Jews under Zerubbabel ([Neh. 7:7](/neh#Neh.7.7); [12:1](/neh#Neh.12.1), [7](/neh#Neh.12.7), [10](/neh#Neh.12.10), [26](/neh#Neh.12.26)); called Joshua ([Hag. 1:1](/hag#Hag.1.1), [12](/hag#Hag.1.12); [2:2](/hag#Hag.2.2), [4](/hag#Hag.2.4); [Zech. 3:1](/zech#Zech.3.1), [3](/zech#Zech.3.3), [6](/zech#Zech.3.6), [8](/zech#Zech.3.8), [9](/zech#Zech.3.9)).",,,21,"Ezra.2.2,Ezra.3.2,Ezra.3.8,Ezra.4.3,Ezra.5.2,Neh.7.7,Neh.12.1,Neh.12.7,Neh.12.10,Neh.12.26,Hag.1.1,Hag.1.12,Hag.1.14,Hag.2.2,Hag.2.4,Zech.3.1,Zech.3.3,Zech.3.6,Zech.3.8,Zech.3.9,Zech.6.11",,josedech_815,,joiakim_1681,,,,,J,joshua_893,2019-07-27 11:49
joshua_1727,publish,1727,Joshua,Joshua,,"Jehoshua,Oshea,Jesus,Jeshua,Hoshea",checked,checked,Joshua (Leader of the Israelite tribes),Male,,-1521,-1491,-1424,33,,timnath-heres_1166,Tribe of Joseph,Joshua,"Jehovah is his help, or Jehovah the Saviour. The son of Nun, of the tribe of Ephraim, the successor of Moses as the leader of Israel. He is called Jehoshua in [Num. 13:16](/num#Num.13.16) (A.V.), and Jesus in [Acts 7:45](/acts#Acts.7.45) and [Heb. 4:8](/heb#Heb.4.8) (R.V., Joshua).

 He was born in Egypt, and was probably of the age of Caleb, with whom he is generally associated. He shared in all the events of the Exodus, and held the place of commander of the host of the Israelites at their great battle against the Amalekites in Rephidim ([Ex. 17:8-16](/exod#Exod.17.8)). He became Moses’ minister or servant, and accompanied him part of the way when he ascended Mount Sinai to receive the two tables ([Ex. 32:17](/exod#Exod.32.17)). He was also one of the twelve who were sent on by Moses to explore the land of Canaan ([Num. 13:16](/num#Num.13.16), [17](/num#Num.13.17)), and only he and Caleb gave an encouraging report. Under the direction of God, Moses, before his death, invested Joshua in a public and solemn manner with authority over the people as his successor ([Deut. 31:23](/deut#Deut.31.23)). The people were encamped at Shittim when he assumed the command ([Josh. 1:1](/josh#Josh.1.1)); and crossing the Jordan, they encamped at Gilgal, where, having circumcised the people, he kept the Passover, and was visited by the Captain of the Lord’s host, who spoke to him encouraging words (1:1-9).

 Now began the wars of conquest which Joshua carried on for many years, the record of which is in the book which bears his name. Six nations and thirty-one kings were conquered by him ([Josh. 11:18-23](/josh#Josh.11.18); [12:24](/josh#Josh.12.24)). Having thus subdued the Canaanites, Joshua divided the land among the tribes, Timnath-serah in Mount Ephraim being assigned to himself as his own inheritance.

 His work being done, he died, at the age of one hundred and ten years, twenty-five years after having crossed the Jordan. He was buried in his own city of Timnath-serah ([Josh. 24](/josh#Josh.24)); and “the light of Israel for the time faded away.”

 Joshua has been regarded as a type of Christ ([Heb. 4:8](/heb#Heb.4.8)) in the following particulars: (1) In the name common to both; (2) Joshua brings the people into the possession of the Promised Land, as Jesus brings his people to the heavenly Canaan; and (3) as Joshua succeeded Moses, so the Gospel succeeds the Law.

 The character of Joshua is thus well sketched by Edersheim:, “Born a slave in Egypt, he must have been about forty years old at the time of the Exodus. Attached to the person of Moses, he led Israel in the first decisive battle against Amalek ([Ex. 17:9](/exod#Exod.17.9), [13](/exod#Exod.17.13)), while Moses in the prayer of faith held up to heaven the God-given ‘rod.’ It was no doubt on that occasion that his name was changed from Oshea, ‘help,’ to Jehoshua, ‘Jehovah is help’ ([Num. 13:16](/num#Num.13.16)). And this name is the key to his life and work. Alike in bringing the people into Canaan, in his wars, and in the distribution of the land among the tribes, from the miraculous crossing of Jordan and taking of Jericho to his last address, he was the embodiment of his new name, ‘Jehovah is help.’ To this outward calling his character also corresponded. It is marked by singleness of purpose, directness, and decision...He sets an object before him, and unswervingly follows it” (Bible Hist., iii. 103)",,,189,"Exod.17.9,Exod.17.10,Exod.17.13,Exod.17.14,Exod.24.13,Exod.32.17,Exod.33.11,Num.11.28,Num.13.8,Num.13.16,Num.14.6,Num.14.30,Num.14.38,Num.26.65,Num.27.18,Num.27.22,Num.32.12,Num.32.28,Num.34.17,Deut.1.38,Deut.3.21,Deut.3.28,Deut.31.3,Deut.31.7,Deut.31.14,Deut.31.23,Deut.32.44,Deut.34.9,Josh.1.1,Josh.1.10,Josh.1.12,Josh.1.16,Josh.2.1,Josh.2.23,Josh.2.24,Josh.3.1,Josh.3.5,Josh.3.6,Josh.3.7,Josh.3.9,Josh.3.10,Josh.4.1,Josh.4.4,Josh.4.5,Josh.4.8,Josh.4.9,Josh.4.10,Josh.4.14,Josh.4.15,Josh.4.17,Josh.4.20,Josh.5.2,Josh.5.3,Josh.5.4,Josh.5.7,Josh.5.9,Josh.5.13,Josh.5.14,Josh.5.15,Josh.6.2,Josh.6.6,Josh.6.8,Josh.6.10,Josh.6.12,Josh.6.16,Josh.6.22,Josh.6.25,Josh.6.26,Josh.6.27,Josh.7.2,Josh.7.3,Josh.7.6,Josh.7.7,Josh.7.10,Josh.7.16,Josh.7.19,Josh.7.20,Josh.7.22,Josh.7.23,Josh.7.24,Josh.7.25,Josh.8.1,Josh.8.3,Josh.8.9,Josh.8.10,Josh.8.13,Josh.8.15,Josh.8.16,Josh.8.18,Josh.8.21,Josh.8.23,Josh.8.26,Josh.8.27,Josh.8.28,Josh.8.29,Josh.8.30,Josh.8.35,Josh.9.2,Josh.9.3,Josh.9.6,Josh.9.8,Josh.9.15,Josh.9.22,Josh.9.24,Josh.9.27,Josh.10.1,Josh.10.4,Josh.10.6,Josh.10.7,Josh.10.8,Josh.10.9,Josh.10.12,Josh.10.15,Josh.10.17,Josh.10.18,Josh.10.20,Josh.10.21,Josh.10.22,Josh.10.24,Josh.10.25,Josh.10.26,Josh.10.27,Josh.10.28,Josh.10.29,Josh.10.31,Josh.10.33,Josh.10.34,Josh.10.36,Josh.10.38,Josh.10.40,Josh.10.41,Josh.10.42,Josh.10.43,Josh.11.6,Josh.11.7,Josh.11.9,Josh.11.10,Josh.11.12,Josh.11.13,Josh.11.15,Josh.11.16,Josh.11.18,Josh.11.21,Josh.11.23,Josh.12.7,Josh.13.1,Josh.14.1,Josh.14.6,Josh.14.13,Josh.15.13,Josh.17.4,Josh.17.14,Josh.17.15,Josh.17.17,Josh.18.3,Josh.18.8,Josh.18.9,Josh.18.10,Josh.19.49,Josh.19.51,Josh.20.1,Josh.21.1,Josh.22.1,Josh.22.6,Josh.22.7,Josh.23.1,Josh.23.2,Josh.24.1,Josh.24.2,Josh.24.19,Josh.24.21,Josh.24.22,Josh.24.24,Josh.24.25,Josh.24.26,Josh.24.27,Josh.24.28,Josh.24.29,Josh.24.31,Judg.1.1,Judg.2.6,Judg.2.7,Judg.2.8,Judg.2.21,Judg.2.23,1Kgs.16.34,1Chr.7.27,Neh.8.17,Acts.7.45",,nun_2214,,,,,,"Josh.1,Josh.2,Josh.3,Josh.4,Josh.5,Josh.6,Josh.7,Josh.8,Josh.9,Josh.10,Josh.11,Josh.12,Josh.13,Josh.14,Josh.15,Josh.16,Josh.17,Josh.18,Josh.19,Josh.20,Josh.21,Josh.22,Josh.23,Josh.24",J,joshua_1727,2020-12-04 13:51
joshua_1728,wip,1728,Joshua,Joshua,,,checked,checked,Joshua (Israelite),Male,,,-1140,,-1140,,,,,,,,2,"1Sam.6.14,1Sam.6.18",,,,,,,,,J,joshua_1728,2019-07-27 11:49
joshua_1729,wip,1729,Joshua,Joshua,,,checked,checked,Joshua (son of Nun),Male,,,0,,0,,,,,,,,1,2Kgs.23.8,,,,,,,,,J,joshua_1729,2019-07-27 11:49
josiah_1730,wip,1730,Josiah,Josiah,,Josias,checked,checked,Josiah (king of Israel),Male,,-648,-1053,-609,26,jerusalem_636,jerusalem_636,"Tribe of Judah,Genealogy of Jesus",Josiah,"Healed by Jehovah, or Jehovah will support. The son of Amon, and his successor on the throne of Judah ([2 Kings 22:1](/2kgs#2Kgs.22.1); [2 Chr. 34:1](/2chr#2Chr.34.1)). His history is contained in [2 Kings 22](/2kgs#2Kgs.22), [23](/2kgs#2Kgs.23). He stands foremost among all the kings of the line of David for unswerving loyalty to Jehovah (23:25). He “did that which was right in the sight of the Lord, and walked in all the way of David his father.” He ascended the throne at the early age of eight years, and it appears that not till eight years afterwards did he begin “to seek after the God of David his father.” At that age he devoted himself to God. He distinguished himself by beginning a war of extermination against the prevailing idolatry, which had practically been the state religion for some seventy years ([2 Chr. 34:3](/2chr#2Chr.34.3); comp. [Jer. 25:3](/jer#Jer.25.3), [11](/jer#Jer.25.11), [29](/jer#Jer.25.29)).

 In the eighteenth year of his reign he proceeded to repair and beautify the temple, which by time and violence had become sorely dilapidated ([2 Kings 22:3](/2kgs#2Kgs.22.3), [5](/2kgs#2Kgs.22.5), [6](/2kgs#2Kgs.22.6); 23:23; [2 Chr. 34:11](/2chr#2Chr.34.11)). While this work was being carried on, Hilkiah, the high priest, discovered a roll, which was probably the original copy of the law, the entire Pentateuch, written by Moses.

 When this book was read to him, the king was alarmed by the things it contained, and sent for Huldah, the “prophetess,” for her counsel. She spoke to him words of encouragement, telling him that he would be gathered to his fathers in peace before the threatened days of judgment came. Josiah immediately gathered the people together, and engaged them in a renewal of their ancient national covenant with God. The Passover was then celebrated, as in the days of his great predecessor, Hezekiah, with unusual magnificence. Nevertheless, “the Lord turned not from the fierceness of his great wrath wherewith his anger was kindled against Judah” ([2 Kings 22:3-20](/2kgs#2Kgs.22.3); [23:21-27](/2kgs#2Kgs.23.21); [2 Chr. 35:1-19](/2chr#2Chr.35.1)). During the progress of this great religious revolution Jeremiah helped it on by his earnest exhortations.

 Soon after this, Pharaoh-Necho II. (q.v.), king of Egypt, in an expedition against the king of Assyria, with the view of gaining possession of Carchemish, sought a passage through the territory of Judah for his army. This Josiah refused to permit. He had probably entered into some new alliance with the king of Assyria, and faithful to his word he sought to oppose the progress of Necho.

 The army of Judah went out and encountered that of Egypt at Megiddo, on the verge of the plain of Esdraelon. Josiah went into the field in disguise, and was fatally wounded by a random arrow. His attendants conveyed him toward Jerusalem, but had only reached Hadadrimmon, a few miles south of Megiddo, when he died ([2 Kings 23:28](/2kgs#2Kgs.23.28), [30](/2kgs#2Kgs.23.30); comp. [2 Chr. 35:20-27](/2chr#2Chr.35.20)), after a reign of thirty-one years. He was buried with the greatest honours in fulfilment of Huldah’s prophecy ([2 Kings 22:20](/2kgs#2Kgs.22.20); comp. [Jer. 34:5](/jer#Jer.34.5)). Jeremiah composed a funeral elegy on this the best of the kings of Israel ([Lam. 4:20](/lam#Lam.4.20); [2 Chr. 35:25](/2chr#2Chr.35.25)). The outburst of national grief on account of his death became proverbial ([Zech. 12:11](/zech#Zech.12.11); comp. [Rev. 16:16](/rev#Rev.16.16)).",,,49,"1Kgs.13.2,2Kgs.21.24,2Kgs.21.26,2Kgs.22.1,2Kgs.22.3,2Kgs.23.16,2Kgs.23.19,2Kgs.23.23,2Kgs.23.24,2Kgs.23.28,2Kgs.23.29,2Kgs.23.30,2Kgs.23.34,1Chr.3.14,1Chr.3.15,2Chr.33.25,2Chr.34.1,2Chr.34.33,2Chr.35.1,2Chr.35.7,2Chr.35.16,2Chr.35.18,2Chr.35.19,2Chr.35.20,2Chr.35.22,2Chr.35.23,2Chr.35.24,2Chr.35.25,2Chr.35.26,2Chr.36.1,Jer.1.2,Jer.1.3,Jer.3.6,Jer.22.11,Jer.22.18,Jer.25.1,Jer.25.3,Jer.26.1,Jer.27.1,Jer.35.1,Jer.36.1,Jer.36.2,Jer.36.9,Jer.37.1,Jer.45.1,Jer.46.2,Zeph.1.1,Matt.1.10,Matt.1.11",jedidah_761,amon_236,"hamutal_1368,zebudah_3000","johanan_1667,jehoiakim_1085,zedekiah_1950,jehoahaz_2516",,,,,J,josiah_1730,2020-12-04 13:27
josiah_1731,wip,1731,Josiah,Josiah,,"hen,Hen",checked,checked,Josiah (son of King Amon),Male,,,-519,,33,,,,Hen,Common in later times among the Jews in Palestine ([Matt. 23:37](/matt#Matt.23.37); [Luke 13:34](/luke#Luke.13.34)). It is noticeable that this familiar bird is only mentioned in these passages in connection with our Lord’s lamentation over the impenitence of Jerusalem.,,,4,"Zech.6.10,Zech.6.14,Matt.23.37,Luke.13.34",,zephaniah_3041,,,,,,,J,josiah_1731,2019-07-27 11:49
josibiah_1732,wip,1732,Josibiah,Josibiah,,,checked,,,Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.35,,seraiah_2497,,jehu_819,,,,,J,josibiah_1732,2019-07-27 11:49
josiphiah_1733,wip,1733,Josiphiah,Josiphiah,,,checked,,,Male,,,-457,,-457,,,,,,,,1,Ezra.8.10,,,,,,,,,J,josiphiah_1733,2019-07-27 11:49
jotham_1734,wip,1734,Jotham,Jotham,,,checked,checked,"jotham (son of jerobaal) both upon Abimelech, and the men of Shechem, they being destroyed by one another, as Jotham imprecated they might, and foretold they would, see",Male,,,-1233,,-1233,,,,Jotham 1,"The youngest of Gideon’s seventy sons. He escaped when the rest were put to death by the order of Abimelech ([Judg. 9:5](/judg#Judg.9.5)). When “the citizens of Shechem and the whole house of Millo” were gathered together “by the plain of the pillar” (i.e., the stone set up by Joshua, 24:26; comp. [Gen. 35:4](/gen#Gen.35.4)) “that was in Shechem, to make Abimelech king,” from one of the heights of Mount Gerizim he protested against their doing so in the earliest parable, that of the bramble-king. His words then spoken were prophetic. There came a recoil in the feelings of the people toward Abimelech, and then a terrible revenge, in which many were slain and the city of Shechem was destroyed by Abimelech ([Judg. 9:45](/judg#Judg.9.45)). Having delivered his warning, Jotham fled to Beer from the vengeance of Abimelech (9:7-21).",,,4,"Judg.9.5,Judg.9.7,Judg.9.21,Judg.9.57",,gideon_1314,,,"abimelech_41,jether_906",,,,J,jotham_1734,2019-07-27 11:49
jotham_1735,wip,1735,Jotham,Jotham,,Joatham,checked,checked,Joatham (King's son),Male,,,-1060,-734,26,jerusalem_636,jerusalem_636,"Tribe of Judah,Genealogy of Jesus",Jotham 2,"The son and successor of Uzziah on the throne of Judah. As during his last years Uzziah was excluded from public life on account of his leprosy, his son, then twenty-five years of age, administered for seven years the affairs of the kingdom in his father’s stead ([2 Chr. 26:21](/2chr#2Chr.26.21), [23](/2chr#2Chr.26.23); 27:1). After his father’s death he became sole monarch, and reigned for sixteen years (B.C. 759-743). He ruled in the fear of God, and his reign was prosperous. He was contemporary with the prophets Isaiah, Hosea, and Micah, by whose ministrations he profited. He was buried in the sepulchre of the kings, greatly lamented by the people ([2 Kings 15:38](/2kgs#2Kgs.15.38); [2 Chr. 27:7-9](/2chr#2Chr.27.7)).",,,20,"2Kgs.15.5,2Kgs.15.7,2Kgs.15.30,2Kgs.15.32,2Kgs.15.36,2Kgs.15.38,2Kgs.16.1,1Chr.3.12,1Chr.5.17,2Chr.26.21,2Chr.26.23,2Chr.27.1,2Chr.27.6,2Chr.27.7,2Chr.27.9,Isa.1.1,Isa.7.1,Hos.1.1,Mic.1.1,Matt.1.9",jerushah_882,uzziah_375,,ahaz_118,,,,,J,jotham_1735,2020-11-06 15:10
jotham_1736,wip,1736,Jotham,Jotham,,,checked,checked,Jotham(The sons of Jahdai),Male,,,-1470,,-1470,,,Tribe of Judah,,,,,1,1Chr.2.47,,jahdai_701,,,"ephah_1199,gesham_1306,pelet_2309,regem_2407,shaaph_2506",,,,J,jotham_1736,2019-07-27 11:49
jozabad_1737,wip,1737,Jozabad,Jozabad,,,checked,checked,"When David went to Ziklag, these were the men of Manasseh who defected to him: Adnah, Jozabad, Jediael, Michael, Jozabad, Elihu and Zillethai, leaders of units of a thousand in Manasseh.",Male,,,0,,0,,,,,,,,1,1Chr.12.20,,,,,,,,,J,jozabad_1737,2019-07-27 11:49
jozabad_1738,wip,1738,Jozabad,Jozabad,,,checked,checked,"Jozabad (A chief of the tribe of Manasseh, who defected to David)",Male,,,0,,0,,,,,,,,1,1Chr.12.20,,,,,,,,,J,jozabad_1738,2019-07-27 11:49
jozabad_1739,wip,1739,Jozabad,Jozabad,,,checked,checked,Jozabad(assisting Conaniah),Male,,,-726,,-726,,,,,,,,1,2Chr.31.13,,,,,,,,,J,jozabad_1739,2019-07-27 11:49
jozabad_1740,wip,1740,Jozabad,Jozabad,,,checked,checked,Jozabad - A chief Levite in the reign of Josiah.,Male,,,0,,0,,,,,,,,1,2Chr.35.9,,,,,,,,,J,jozabad_1740,2019-07-27 11:49
jozabad_1741,wip,1741,Jozabad,Jozabad,,,checked,checked,Jozabad( son of Jeshua ),Male,,,-457,,-457,,,,,,,,1,Ezra.8.33,,jeshua_896,,,,,,,J,jozabad_1741,2019-07-27 11:49
jozabad_1742,wip,1742,Jozabad,Jozabad,,,checked,checked,,Male,,,-456,,-456,,,,,,,,1,Ezra.10.22,,,,,,,,,J,jozabad_1742,2019-07-27 11:49
jozabad_1743,wip,1743,Jozabad,Jozabad,,,checked,checked,Jozabad (brother of Shimei),Male,,,-456,,-456,,,,,,,,1,Ezra.10.23,,,,,,,,,J,jozabad_1743,2019-07-27 11:49
jozabad_1744,wip,1744,Jozabad,Jozabad,,,checked,checked,Jozabad (the Levite),Male,,,-445,,-445,,,,,,,,1,Neh.8.7,,,,,,,,,J,jozabad_1744,2019-07-27 11:49
jozabad_1745,wip,1745,Jozabad,Jozabad,,,checked,checked,"Shabbethai and Jozabad, two of the heads of the Levites, who had charge of the outside work of the house of God;",Male,,,-445,,-445,,,,,,,,1,Neh.11.16,,,,,,,,,J,jozabad_1745,2019-07-27 11:49
jozadak_1747,wip,1747,Jozadak,Jozadak,,,checked,,,Male,,,-456,,-456,,,,,,,,1,Ezra.10.18,,,,jeshua_899,,,,,J,jozadak_1747,2019-07-27 11:49
jubal_1748,publish,1748,Jubal,Jubal,,,checked,,,Male,,,-4003,,-4003,,,Line of Cain,Jubal,"Jubilee, music, Lamech’s second son by Adah, of the line of Cain. He was the inventor of “the harp” (Heb. kinnor, properly “lyre”) and “the organ” (Heb. ‘ugab, properly “mouth-organ” or Pan’s pipe), [Gen. 4:21](/gen#Gen.4.21).",,,1,Gen.4.21,adah_69,lamech_1808,,,jabal_673,,"naamah_2118,tubal-cain_2884",,J,jubal_1748,2020-05-15 01:37
jucal_822,wip,822,Jucal,Jucal,,Jehucal,checked,,,Male,,,-598,,-598,,,,Jehucal,"Able, the son of Shelemiah. He is also called Jucal ([Jer. 38:1](/jer#Jer.38.1)). He was one of the two persons whom Zedekiah sent to request the prophet Jeremiah to pray for the kingdom ([Jer. 37:3](/jer#Jer.37.3)) during the time of its final siege by Nebuchadnezzar. He was accompanied by Zephaniah (q.v.).",,,2,"Jer.37.3,Jer.38.1",,shelemiah_2600,,,,,,,J,jucal_822,2019-07-27 11:49
juda_1749,wip,1749,Juda,Juda,,,checked,checked,Juda (father of Simeon),Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",,,,,1,Luke.3.26,,joanna_1628,,joseph_1718,,,,,J,juda_1749,2019-07-27 11:49
juda_1750,wip,1750,Juda,Juda,,,checked,checked,Juda (the son of Joseph),Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",Juda 2,The father of Simeon in Christ’s maternal ancestry ([Luke 3:30](/luke#Luke.3.30)).,,,1,Luke.3.30,,joseph_1719,,simeon_2743,,,,,J,juda_1750,2019-07-27 11:49
