"Primary","RelatedTo","RelType"
"465","434","father"
"466","593","father"
"469","330","father"
"469","2681","child"
"470","71","sibling"
"470","713","sibling"
"470","1105","sibling"
"470","1112","sibling"
"470","2698","child"
"470","2702","sibling"
"470","2955","sibling"
"470","3066","sibling"
"470","3082","sibling"
"471","56","sibling"
"471","1384","sibling"
"471","1426","sibling"
"471","1445","sibling"
"471","1765","sibling"
"471","2021","sibling"
"471","2240","sibling"
"471","2606","sibling"
"471","3054","child"
"472","319","child"
"473","2018","child"
"474","2014","child"
"474","2031","father"
"475","1595","child"
"475","3016","father"
"476","1212","sibling"
"476","2734","child"
"476","2815","father"
"477","430","sibling"
"477","492","sibling"
"477","603","sibling"
"477","654","sibling"
"477","1420","sibling"
"477","1538","sibling"
"477","2537","sibling"
"477","2679","sibling"
"477","2730","sibling"
"477","2803","sibling"
"477","3104","child"
"478","337","child"
"478","640","sibling"
"478","648","sibling"
"478","1469","father"
"478","1616","sibling"
"478","1908","father"
"478","2492","sibling"
"479","424","sibling"
"479","1059","sibling"
"479","1206","child"
"479","1240","sibling"
"479","2422","father"
"479","2427","father"
"479","2666","father"
"479","2734","sibling"
"479","2812","sibling"
"480","82","father"
"480","155","father"
"480","281","father"
"480","637","sibling"
"480","644","father"
"480","856","father"
"480","1031","sibling"
"480","1185","child"
"480","1473","sibling"
"480","1511","sibling"
"480","1609","sibling"
"480","1644","sibling"
"480","1664","father"
"480","2023","sibling"
"480","2063","father"
"480","2093","sibling"
"480","2532","sibling"
"480","2561","father"
"480","2616","sibling"
"480","2988","father"
"480","2989","sibling"
"481","692","sibling"
"481","1602","sibling"
"481","2699","child"
"481","3090","sibling"
"483","594","child"
"485","2032","father"
"486","1220","child"
"486","2280","sibling"
"486","2834","sibling"
"487","529","sibling"
"487","938","sibling"
"487","1267","halfSiblingSameFather"
"487","1468","sibling"
"487","1582","sibling"
"487","1615","sibling"
"487","1773","sibling"
"487","1803","father"
"487","1840","halfSiblingSameFather"
"487","2082","child"
"487","2143","child"
"487","2357","sibling"
"487","2401","father"
"487","2832","halfSiblingSameFather"
"487","2845","halfSiblingSameFather"
"490","2895","child"
"492","430","sibling"
"492","477","sibling"
"492","603","sibling"
"492","654","sibling"
"492","1420","sibling"
"492","1538","sibling"
"492","2537","sibling"
"492","2679","sibling"
"492","2730","sibling"
"492","2803","sibling"
"492","3104","child"
"493","2570","father"
"502","682","spouseOrConcubine"
"502","973","mother"
"502","2149","mother"
"503","179","sibling"
"503","1238","child"
"503","2944","sibling"
"504","160","father"
"504","458","father"
"504","757","child"
"504","933","father"
"504","1040","father"
"504","1601","father"
"504","2847","father"
"504","3057","father"
"506","343","sibling"
"506","729","child"
"506","2279","sibling"
"507","551","father"
"507","1061","father"
"507","2114","child"
"507","2396","father"
"508","2208","father"
"511","1495","child"
"514","1908","child"
"516","619","mother"
"516","2005","spouseOrConcubine"
"516","2088","mother"
"516","2334","child"
"516","2544","mother"
"519","2228","father"
"519","2385","child"
"519","2450","spouseOrConcubine"
"519","2463","child"
"520","551","child"
"520","564","sibling"
"520","632","sibling"
"520","1371","sibling"
"520","2218","sibling"
"520","2565","sibling"
"522","1663","child"
"523","51","child"
"523","2917","father"
"524","867","sibling"
"524","1102","sibling"
"524","1311","sibling"
"524","1380","sibling"
"524","1386","sibling"
"524","1490","child"
"524","1564","sibling"
"524","1726","sibling"
"524","1893","sibling"
"524","1917","sibling"
"524","1952","sibling"
"524","2446","sibling"
"524","2580","sibling"
"524","2932","sibling"
"525","137","sibling"
"525","843","child"
"525","2249","sibling"
"525","2256","sibling"
"525","2261","sibling"
"525","2392","sibling"
"528","1429","father"
"529","487","sibling"
"529","938","sibling"
"529","1267","halfSiblingSameFather"
"529","1468","sibling"
"529","1582","sibling"
"529","1615","sibling"
"529","1773","sibling"
"529","1840","halfSiblingSameFather"
"529","2082","child"
"529","2143","child"
"529","2357","sibling"
"529","2832","halfSiblingSameFather"
"529","2845","halfSiblingSameFather"
"530","703","father"
"531","1237","father"
"532","2939","spouseOrConcubine"
"533","13","sibling"
"533","78","child"
"533","1191","father"
"533","1231","child"
"533","2504","sibling"
"534","1193","child"
"534","1885","father"
"535","312","child"
"535","2455","father"
"536","976","sibling"
"536","1223","sibling"
"536","1489","sibling"
"536","2954","sibling"
"536","2984","child"
"537","68","father"
"537","615","father"
"537","840","child"
"537","1047","father"
"537","1778","sibling"
"537","2117","father"
"538","67","father"
"538","295","father"
"538","342","sibling"
"538","568","spouseOrConcubine"
"538","701","father"
"538","843","sibling"
"538","871","spouseOrConcubine"
"538","889","father"
"538","1198","spouseOrConcubine"
"538","1207","spouseOrConcubine"
"538","1282","father"
"538","1408","father"
"538","1520","child"
"538","1571","father"
"538","1842","spouseOrConcubine"
"538","2010","father"
"538","2113","father"
"538","2391","sibling"
"538","2484","sibling"
"538","2507","father"
"538","2576","father"
"538","2675","father"
"538","2716","father"
"538","2866","father"
"539","1657","father"
"540","765","child"
"542","1858","child"
"546","435","father"
"546","2615","child"
"548","1560","father"
"550","2173","father"
"551","507","child"
"551","520","father"
"551","564","father"
"551","632","father"
"551","1061","sibling"
"551","1371","father"
"551","2218","father"
"551","2396","sibling"
"551","2565","father"
"556","185","sibling"
"556","782","child"
"556","3089","sibling"
"557","1608","father"
"557","2310","father"
"558","85","child"
"559","1087","child"
"559","2454","father"
"561","868","father"
"562","2499","father"
"563","1135","sibling"
"563","1513","sibling"
"563","2161","child"
"564","520","sibling"
"564","551","child"
"564","632","sibling"
"564","1371","sibling"
"564","2218","sibling"
"564","2565","sibling"
"565","1429","child"
"565","1450","father"
"567","318","spouseOrConcubine"
"567","808","mother"
"567","2676","child"
"568","538","spouseOrConcubine"
"569","1395","father"
"570","670","father"
"571","2270","father"
"574","431","father"
"574","2398","child"
"575","12","sibling"
"575","23","child"
"575","156","sibling"
"575","1292","sibling"
"575","1784","sibling"
"575","1844","child"
"575","2078","sibling"
"575","2131","sibling"
"575","2181","sibling"
"575","2972","sibling"
"575","3111","sibling"
"576","62","child"
"580","142","child"
"580","806","sibling"
"581","2976","father"
"582","2402","sibling"
"582","2441","child"
"583","1480","father"
"584","1577","child"
"587","2513","spouseOrConcubine"
"588","1901","child"
"588","2061","father"
"589","136","child"
"589","1045","father"
"593","466","child"
"594","483","father"
"595","402","sibling"
"595","1457","sibling"
"595","2161","sibling"
"595","2554","sibling"
"595","2620","child"
"596","609","father"
"597","2054","father"
"598","2017","father"
"600","2977","father"
"601","196","sibling"
"601","1562","child"
"601","2603","sibling"
"601","3104","sibling"
"602","1798","father"
"603","430","sibling"
"603","477","sibling"
"603","492","sibling"
"603","654","sibling"
"603","1420","sibling"
"603","1538","sibling"
"603","2537","sibling"
"603","2679","sibling"
"603","2730","sibling"
"603","2803","sibling"
"603","3104","child"
"604","390","child"
"604","2245","father"
"605","2966","father"
"606","11","sibling"
"606","271","sibling"
"606","639","sibling"
"606","1050","sibling"
"606","1106","sibling"
"606","1370","sibling"
"606","1385","sibling"
"606","1474","sibling"
"606","2315","sibling"
"606","2561","child"
"606","3067","sibling"
"607","1570","father"
"607","1843","father"
"607","2732","father"
"609","596","child"
"611","1191","child"
"611","1983","father"
"613","34","sibling"
"613","52","sibling"
"613","80","sibling"
"613","168","sibling"
"613","294","sibling"
"613","436","child"
"613","864","sibling"
"613","1236","sibling"
"613","1300","sibling"
"613","2121","sibling"
"613","2919","sibling"
"613","2931","sibling"
"614","2601","child"
"615","68","sibling"
"615","537","child"
"615","1047","sibling"
"615","2117","sibling"
"616","58","child"
"616","620","halfSiblingSameFather"
"616","630","halfSiblingSameFather"
"616","682","father"
"616","1216","father"
"616","1685","halfSiblingSameFather"
"616","1978","halfSiblingSameFather"
"616","2075","halfSiblingSameFather"
"616","2401","spouseOrConcubine"
"616","2473","child"
"616","2727","halfSiblingSameFather"
"616","3086","halfSiblingSameFather"
"617","240","child"
"617","1894","father"
"617","2566","father"
"618","1407","child"
"618","1830","sibling"
"618","2082","sibling"
"619","516","child"
"619","824","spouseOrConcubine"
"619","836","father"
"619","846","father"
"619","1219","halfSiblingSameFather"
"619","1280","halfSiblingSameFather"
"619","1471","father"
"619","2005","child"
"619","2088","sibling"
"619","2544","sibling"
"620","58","child"
"620","616","halfSiblingSameFather"
"620","630","halfSiblingSameFather"
"620","1685","sibling"
"620","1782","child"
"620","1978","sibling"
"620","2075","sibling"
"620","2727","sibling"
"620","3086","sibling"
"621","1327","sibling"
"621","1806","sibling"
"621","1924","sibling"
"621","2471","sibling"
"621","2848","child"
"622","309","sibling"
"622","641","sibling"
"622","1692","sibling"
"622","1990","sibling"
"622","2000","sibling"
"622","2001","sibling"
"622","2073","sibling"
"622","2478","child"
"623","277","child"
"623","2672","father"
"624","464","father"
"624","3103","father"
"625","2162","father"
"625","2305","father"
"625","2424","father"
"625","2930","father"
"627","659","child"
"627","1652","sibling"
"627","2062","sibling"
"627","2217","sibling"
"629","1239","sibling"
"629","1412","sibling"
"629","1466","sibling"
"629","1571","child"
"629","1590","sibling"
"629","1612","sibling"
"629","2314","sibling"
"629","2462","sibling"
"629","2720","sibling"
"629","2895","sibling"
"630","58","child"
"630","79","father"
"630","616","halfSiblingSameFather"
"630","620","halfSiblingSameFather"
"630","911","father"
"630","1025","father"
"630","1341","father"
"630","1348","child"
"630","1685","halfSiblingSameFather"
"630","1769","father"
"630","1770","father"
"630","1887","father"
"630","1945","father"
"630","1978","halfSiblingSameFather"
"630","2046","father"
"630","2075","halfSiblingSameFather"
"630","2094","father"
"630","2148","father"
"630","2164","father"
"630","2727","halfSiblingSameFather"
"630","2837","father"
"630","3086","halfSiblingSameFather"
"631","2198","child"
"632","520","sibling"
"632","551","child"
"632","564","sibling"
"632","1371","sibling"
"632","2218","sibling"
"632","2565","sibling"
"633","2994","father"
"634","787","child"
"636","2221","child"
"637","480","sibling"
"637","1031","sibling"
"637","1185","child"
"637","1473","sibling"
"637","1511","sibling"
"637","1609","sibling"
"637","1644","sibling"
"637","2023","sibling"
"637","2093","sibling"
"637","2532","sibling"
"637","2616","sibling"
"637","2989","sibling"
"638","25","sibling"
"638","1364","child"
"638","1884","sibling"
"639","11","sibling"
"639","271","sibling"
"639","606","sibling"
"639","1050","sibling"
"639","1106","sibling"
"639","1370","sibling"
"639","1385","sibling"
"639","1474","sibling"
"639","2315","sibling"
"639","2561","child"
"639","3067","sibling"
"640","337","child"
"640","478","sibling"
"640","648","sibling"
"640","1616","sibling"
"640","2492","sibling"
"641","152","child"
"641","309","halfSiblingSameFather"
"641","622","sibling"
"641","1692","sibling"
"641","1990","sibling"
"641","2000","halfSiblingSameFather"
"641","2001","sibling"
"641","2073","sibling"
"641","2478","child"
"644","82","sibling"
"644","155","sibling"
"644","281","sibling"
"644","480","child"
"644","856","sibling"
"644","1664","sibling"
"644","2063","sibling"
"644","2561","sibling"
"644","2988","sibling"
"645","337","halfSiblingSameFather"
"645","463","halfSiblingSameFather"
"645","682","child"
"645","973","halfSiblingSameFather"
"645","1012","sibling"
"645","1262","halfSiblingSameFather"
"645","1638","father"
"645","1710","halfSiblingSameFather"
"645","1751","sibling"
"645","1813","child"
"645","1820","sibling"
"645","2149","halfSiblingSameFather"
"645","2355","father"
"645","2429","sibling"
"645","2706","father"
"645","2741","sibling"
"645","2878","father"
"645","3002","sibling"
"646","222","sibling"
